ActionType,ActionTS,C_ID,C_TAX_ID,C_GNDR,C_TIER,C_DOB,C_L_NAME,C_F_NAME,C_M_NAME,C_ADLINE1,C_ADLINE2,C_ZIPCODE,C_CITY,C_STATE_PROV,C_CTRY,C_EMAIL_1,C_EMAIL_2,C_CTRY_1,C_AREA_1,C_LOCAL_1,C_EXT_1,C_CTRY_2,C_AREA_2,C_LOCAL_2,C_EXT_2,C_CTRY_3,C_AREA_3,C_LOCAL_3,C_EXT_3,C_LCL_TX_ID,C_NAT_TX_ID,CA_ID,CA_TAX_ST,CA_B_ID,CA_NAME
UPDCUST,2009-06-30T22:16:37,578,,,2,,,,,,,45412,,NC,United States of America,Mari.Skalski@hushmail.me,,,,196-1764,,1,842,260-4916,,,,,,,,,,,
NEW,2009-07-01T02:36:23,946,930-40-7989,,3,2014-11-15,Guerette,Gilbertine,,482 Milam Drive,,V6X 1T1,Charlotte,Manitoba,United States of America,Gilbertine.Guerette@gmx.pt,,1,286,376-8214,,1,503,419-2652,,,,551-0712,,IA8,NJ1,1786,1,6322,WJcaCFBPP qGn jSRRaURgpuaAzvaqEMJmaAEXeBUg
NEW,2009-07-01T13:00:54,947,559-10-3323,f,1,1994-01-09,Ioannou,Stacee,Z,21177 Norfolk Way,,33309,Simi Valley,NV,Canada,Stacee.Z.Ioannou@gmx.es,Stacee.Z.Ioannou@moose-mail.com,,246,602-6254,,,,661-1646,,,,,,YT9,MS2,1787,1,7465,KRihUjJqPHDmQZqqAIjUPfbcVJ jIZjXDHMryMs vNks
UPDCUST,2009-07-01T19:27:28,410,,,,,,,,16444 Fleet North,,85708,Amarillo,HI,,Nova.W.Woodward@aggies.com,,,,,,,377,402-4173,,,,,,,,,,,
NEW,2009-07-02T00:31:47,948,570-01-0215,,2,2010-04-26,Ramsey,Gilles,,16676 Bryant Irvin Drive,,H2D 1U5,Indianapolis,Ontario,Canada,Gilles.Ramsey@mail.com,,1,449,683-8577,,,,,,,,,,ID2,DE6,1788,1,14400,vynDPMtznFcwLjMxNKEuuMUzWwQqDbYeTVZmRCXfDEc
NEW,2009-07-02T01:20:49,949,504-47-7785,M,3,1930-03-24,Enet,Marieka,A,18464 Ashbrook Lane,Apt. 23,V6V 1P8,Burlington,VA,Canada,Marieka.A.Enet@vegemail.com,,1,404,149-4413,,,,,,,,,,TN1,AL2,1789,1,7943,RlJCMKlCPIcxsnxfYgPylCygARKdMCKIYJBCMSgM
CLOSEACCT,2009-07-02T06:54:16,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,,,
NEW,2009-07-02T15:38:11,950,152-05-3749,,3,1946-08-11,Stepp,Vmchange,,2088 Red Willow Way,,94278,Chattanooga,WY,United States of America,Vmchange.Stepp@myway.com,,1,312,097-7178,,,,413-0076,,,,,,ON7,CT1,1790,2,12364,OIlgRK YAwPSbvsIpQgyACnyKVcPEpsuYTfeBEoRleF
NEW,2009-07-02T23:17:06,951,319-66-7600,,3,1951-12-14,Hedin,Josey,,2712 Madison Street,,33705,Eugene,AR,United States of America,Josey.Hedin@vfemail.net,,1,267,435-2306,,1,745,363-8879,,,985,210-9307,,PA1,BC7,1791,1,9334,Xfu d TomVsdZvQskWWJPmVTlzsvIVlUb
CLOSEACCT,2009-07-03T02:59:25,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,,,
NEW,2009-07-03T10:17:56,952,317-24-9318,M,2,2009-07-28,Sousa,Tawnya,,4953 Williams Boulevard,,T5A 1X3,Thousand Oaks,LA,United States of America,Tawnya.Sousa@wildmail.com,,1,800,413-3841,,,,810-7402,,,,,,ME1,NJ3,1792,1,14731,ABwEK txzXBYtDUoRbBILFUSBKIhuDI
NEW,2009-07-03T14:06:30,953,024-66-6754,,3,2012-11-14,Guinnane,Durali,,22594 Reagan Park,,90257,Victoria,IN,United States of America,Durali.Guinnane@mail.com,,,436,569-4298,01460,1,886,758-4897,,,304,269-1336,,QC3,IA8,1793,1,10211,KMGSDoMVbXoLvMKIDHX GXQaAVqRXbyhkBMQPTDbLWdql
CLOSEACCT,2009-07-03T20:57:03,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056,,,
NEW,2009-07-03T23:01:23,954,222-23-7809,,3,1995-06-21,Perron,Sriranjani,C,23459 Wesleyan Lane,,T6A 1I4,Mesquite,Ontario,United States of America,Sriranjani.C.Perron@shtrudel.biz,Sriranjani.C.Perron@wildmail.com,,,700-6733,,1,290,934-7825,,,862,993-2841,,DE1,GA2,1794,1,3266,DAgfSeUocnWfyIOxHhgKKyKDnPtwfC Kd
ADDACCT,2009-07-04T06:32:59,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1,10453,jPVENogBtteyoNfJBYnLcMEUFfYKAPzGgB
UPDACCT,2009-07-04T16:16:57,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,2,12084,MPyJHUExjIfXHZPjGddflZBHHNMLHRqYCURXhBZQ
ADDACCT,2009-07-05T02:25:17,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796,1,13261,vSDTOOfbOCSwclrv QLlSSRIxZofSEDwzLxVVuYNsWH
ADDACCT,2009-07-05T07:30:05,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797,1,697,GGvMAdEGOBUagoTmfSpJI rrAYNSCLJjODMILQPUKHGdNo
UPDACCT,2009-07-05T12:07:32,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,
ADDACCT,2009-07-05T16:11:22,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798,2,9403,CIWkPXgGHZBDuKNEnZfQGCMJOMyaIYaYBv
ADDACCT,2009-07-05T18:16:51,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799,2,823,ySyLcTvuTvMAUMPfQnvnhqFkkoyEWxMsUCAMYr
UPDACCT,2009-07-05T20:46:53,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,1,2303,fsYxnXkaiylJZXJfYuXGzWAoKCLGvsfwLE AWA Re
ADDACCT,2009-07-06T06:50:12,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1,14673,GgnuEBUuKBbiiFFDshwOPYwfVcCKlCz
ADDACCT,2009-07-06T12:30:10,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801,1,14970,bBePftoTJjNeAddNjbWPVlhUeOutLCCPBChYbHdTthbkXig
UPDACCT,2009-07-06T17:03:11,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978,,7485,fsiDBDtjDWIwnmzNHduBiEAUWfiBKxV IusABdtULfgfZJCL
ADDACCT,2009-07-06T21:22:37,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802,1,6981,nMUvTAsLZVGcwDzdJBlFkCIUJstqoDFLN
ADDACCT,2009-07-07T01:50:45,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803,1,11067,uLdWSDZEWiFJleBEGtFAJGMxpp hhELjMC
UPDACCT,2009-07-07T07:37:42,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,1,7346,EWO rbzaGzGA NdNwniZxBIrKeNBlKeOxiKBblEDEP
INACT,2009-07-07T11:35:14,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDACCT,2009-07-07T20:42:29,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,2,2324,
UPDACCT,2009-07-08T03:05:10,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,1,2570,ugKKFxaDeQLgEMnG  JFTT txUPVrUwHIdcGeUCQ
UPDCUST,2009-07-08T12:05:02,229,,,2,,,,,,,,West Covina,SC,United States of America,Emalee.U.Moffet@gmx.es,,,656,566-6954,,,,731-9703,,,,,,,,,,,
NEW,2009-07-09T00:30:48,955,599-04-8005,,,1925-08-09,Janczyn,Chandal,,17514 Buckroe Court,,36187,Topeka,CO,United States of America,Chandal.Janczyn@whale-mail.com,Chandal.Janczyn@lpemail.com,,,,,,,691-7091,,,,,,MT9,BC3,1805,1,2000,aXblkXQ BqMhFeGKOaBEAuNwAFSMbABwSJ
NEW,2009-07-09T13:02:47,956,034-84-0274,m,3,1994-08-15,Elzer,Karlene,G,5539 Carrington West,,70185,Elizabeth,KS,United States of America,Karlene.G.Elzer@gmx.com.my,,,,645-0969,,,,,,,,,,AZ1,MO6,1806,1,8782,IVUlIQIOgwQdHVqNWwrIOb FsRVzTxBNZRVP
CLOSEACCT,2009-07-09T18:29:57,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,,,
NEW,2009-07-09T23:22:49,957,624-76-3503,,1,1960-04-22,El-Am,Gussi,U,7266 Cherry Upper,,50309,Lexington,TX,United States of America,Gussi.U.El-Am@hushmail.me,,,,035-4635,,,,759-1750,,,,,,ME2,YT9,1807,2,14223,nOzdkOrephyz KdvQoLAOejaPUFQdggIE
NEW,2009-07-10T03:13:23,958,860-66-1965,,3,1968-01-31,Petzold,Emilia,,14408 Preston West,Apt. 37,38125,Saint John,MS,Canada,Emilia.Petzold@kify.net,,1,468,530-3224,,1,828,125-4042,,,,,,MA1,OH3,1808,1,3248,wIbdSs zlllqWkHyKTwvNlAHYBAdISZVANtVOyJKkx
UPDACCT,2009-07-10T13:05:11,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,1,13602,qUkA cRVbRVYBBbuvCjQoeKHKDbtHJNNdQMYMGUKROLGLyrp
NEW,2009-07-11T00:02:04,959,848-02-3997,,3,2008-11-07,Playatuna,Babbie,A,378 Nolan Avenue,,M5G 1X7,Provo,IL,United States of America,Babbie.A.Playatuna@myfastmail.com,,1,691,144-8645,,1,358,876-9291,,,,,,NU1,NY2,1809,1,697,
NEW,2009-07-11T01:58:54,960,146-04-6537,,3,1942-03-17,Kornachuk,Felton,,7474 Washington Park,Apt. 38,72912,New Haven,Saskatchewan,United States of America,Felton.Kornachuk@shtrudel.biz,,,,906-1045,40111,,974,956-1663,,,,,,MB1,BC6,1810,0,10211,QSvNVqzbFikUg SMhVdBkHEUNmEHAlpJMGjPUQdDPYrURord
UPDACCT,2009-07-11T08:32:24,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,1,,
NEW,2009-07-11T12:37:30,961,188-48-1978,,2,1925-06-04,Streight,Betty-Anne,,15399 Long Avenue,,94320,Augusta,PA,Canada,Betty-Anne.Streight@enveloped.org,,1,764,538-4302,37848,1,231,230-7927,,,,,,AB6,VT1,1811,0,12701,EoIzEM AaMRgRIJDQgQZASXbUNmmrllzDZVfXpFJIgEeYQ
NEW,2009-07-11T14:52:32,962,859-24-0663,m,3,2003-07-08,Heckman,Merry,,8385 Raymond Crescent,,78289,Manchester,CO,United States of America,Merry.Heckman@box.az,Merry.Heckman@post.com,1,968,281-0565,92332,,,245-9548,,,,,,ME4,ON3,1812,0,7663,dGvdLtHqqybLvOHZuDWzrwOCltQtwJiSiPSiQQAFvIWQpvCFM
UPDACCT,2009-07-11T16:16:17,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363,1,1017,OGrOCcP eOjTmQVKwIe IdUaTVKic aMXEKQHXaHi
NEW,2009-07-11T19:05:54,963,483-79-9500,f,3,1991-01-27,Narayanan,Ramiz,T,9818 Pearson Avenue,,06710,Fort Worth,WY,United States of America,Ramiz.T.Narayanan@yahoo.com,Ramiz.T.Narayanan@hushmail.me,,,962-5469,,,,672-8303,,,467,782-5074,,YT1,MA1,1813,1,52,NVklhFaIEiuDqrsQKDYGUnrGxQSTMXlcLVCHGfCWxzrEd
NEW,2009-07-11T23:49:58,964,741-05-5470,,1,2005-03-20,Binner,Evanne,,12049 Trail Lake South,,80917,Fort Collins,New Brunswick,United States of America,Evanne.Binner@hush.com,Evanne.Binner@gawab.com,1,313,057-1810,,,,699-1881,,,552,386-7871,,NT3,NJ6,1814,2,7380,aPHdJnSDBCbPZeOFGOftlJVFFEJQHevyRd
UPDACCT,2009-07-12T06:21:37,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,1,,LFVAXwulCkRrdBhKtIKEmVLtDHJEPntRPMH
NEW,2009-07-12T15:35:41,965,346-16-3731,,3,1923-01-23,Viriato,Kin-Wai,,9210 Curtis North,,66214,Winston-Salem,AL,United States of America,Kin-Wai.Viriato@gmx.us,,,751,475-1652,,1,666,332-3683,,,,,,OR2,NJ4,1815,1,14162,WQJrMRZBItLK HLIzeqgsdfMRkRPmfPR
ADDACCT,2009-07-12T23:47:31,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816,1,14991,SxTBAILHETJKEPacactdIlWnUhxXEyxZnNBIDzbhlcFUARw
UPDACCT,2009-07-13T07:53:56,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,2,2928,s MsSPdUXuUDbzaMmTuR FxnYgEPIrmfH
INACT,2009-07-13T18:53:04,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDACCT,2009-07-13T21:54:38,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817,1,4030,JloLPuRYXHEzOVYFSLXfQWunz NkQDlLhfvjyzYIUcurFuiMr
UPDACCT,2009-07-14T00:31:53,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,1,3296,qMNeZsgMnmGcsKGKjMOMQPjqFdlOyB MciEHsfXUtwSD
UPDCUST,2009-07-14T02:33:08,192,,,3,,,,,,,94394,Fort Collins,KY,United States of America,Rikki.Afkham-ebrahimi@vegemail.com,,,,210-4242,,,,,,,,,,,,,,,
ADDACCT,2009-07-14T11:33:23,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818,2,10859,uNiWHWAaxAZJdJBPwBXJTLUAWuowvtgzAonyZmKDNxMUaCo
ADDACCT,2009-07-14T14:26:49,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819,2,5309,CJyExUQjTAmwZkAoKCtrwSMyAUaeONjIXEprCbtGTP
UPDCUST,2009-07-14T22:55:01,867,,,,,,,,16652 Nowita West,,,McAllen,NC,United States of America,Jazmin.W.Spingola@gmx.com.my,,,421,899-1873,,1,571,187-7307,,,,,,,,,,,
ADDACCT,2009-07-15T02:16:45,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,2,6578,qeJpJdyTwOMVfuDNEQoJtaVuQSFsaL
ADDACCT,2009-07-15T04:37:31,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821,1,13820,YEJeXRYfyLWfGVyVaCcTxHlsVMJACzlqs
UPDCUST,2009-07-15T11:51:12,612,,,1,,,,,5756 Hill Crescent,,92185,Lexington,Prince Edward Island,United States of America,,Sabra.Heisler@hushmail.com,,,264-1731,,,,166-9655,,,,,,,,,,,
ADDACCT,2009-07-15T17:03:46,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822,0,2993,KPEFWeIrkWKMteKByvSUBfCgmOzfZFMKjBGAN
ADDACCT,2009-07-16T05:53:40,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823,2,8642,SgQfPxENqtCHPNEeYfDCEIuAVwSZMXNchiMAsQbqkehYP
CLOSEACCT,2009-07-16T09:24:00,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,,,
ADDACCT,2009-07-16T15:13:59,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824,1,7922,yMrRLrLJIXobGwANpMMamzFiIGSrlW
ADDACCT,2009-07-16T18:06:00,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,0,2082,cCEODAvTeyDeUVvH FQftgMVNbutjgFWaixZYsKkF OSk
CLOSEACCT,2009-07-17T00:30:12,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531,,,
NEW,2009-07-17T03:25:31,966,717-29-2561,f,3,1969-01-02,Udayasekaran,Brinn,N,10484 Waverly Road,,92058,Livonia,VA,United States of America,Brinn.N.Udayasekaran@aggies.com,Brinn.N.Udayasekaran@vegemail.com,,289,513-2262,,,,,,,820,321-3930,,DC1,HI6,1826,0,5940,WFesiaIit xPEuSGJAyOsfNiopeJaVQG
NEW,2009-07-17T12:32:59,967,200-85-4476,M,2,1960-04-05,NeKueey,Hanny,L,232 Lyle Park,,63176,Detroit,Manitoba,United States of America,Hanny.L.NeKueey@hush.com,Hanny.L.NeKueey@army.com,,,207-7841,,1,627,393-9963,,,,,,WA1,AR5,1827,1,7738,LTuyNgdECnGOkhIKNZRANRMOUNhvsUxcEKx FQo
UPDACCT,2009-07-17T15:28:50,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249,1,14029,kWANhSXgJHZaKrFCKnvPYDwSdSVBPlaVZ i
NEW,2009-07-18T03:02:18,968,374-22-5612,,3,1936-09-16,Hickman,Pepi,Y,17043 Montview West,,90333,Fullerton,Newfoundland,United States of America,Pepi.Y.Hickman@gmx.fr,,,,085-1905,,,,801-5612,,,,,,HI3,HI1,1828,1,8963,MSUUZTPBlKPfNKdQobpgsDHQgtFGMKccLmHsdVvEuDm
NEW,2009-07-18T13:59:03,969,028-08-1292,,,1960-05-09,Kangelis,Hera,,1191 Highland Park Lane,,99600,Anaheim,NY,United States of America,Hera.Kangelis@care2.com,,,463,468-5473,,,915,017-1214,,,,979-8525,25403,UT6,AZ2,1829,0,8550,GhOLkLAkLxxUT TmPWDaNHWlZRThRjOL
UPDACCT,2009-07-19T00:25:04,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,1,9266,oGrZRGUuwMNTMRMDmOfyFamTMnDppGjLCON
NEW,2009-07-19T03:27:20,970,722-93-6754,,3,2007-08-19,Roithmaier,Jany,,24280 Piney Point Rue,,02107,Waterbury,WI,United States of America,Jany.Roithmaier@london.com,,,602,149-9366,,,,113-1794,,,,,,ME2,DE2,1830,1,7939,DvbpDYOHmRelRoZAMcGNOXIEYfxzaYpQG bWDrVCJLhKg
NEW,2009-07-19T03:37:02,971,048-98-0440,f,2,1982-04-25,Heinjus,Priya,,16354 Sand Rue,,44145,Alexandria,DE,United States of America,Priya.Heinjus@gawab.com,,,,700-9904,,,,472-0872,,,,,,SC4,NM5,1831,2,12695,NBrCRORhulOCBxSvO FpVwTKNEVIHThVLUrCXUGhY
CLOSEACCT,2009-07-19T09:25:53,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016,,,
NEW,2009-07-19T20:11:36,972,413-68-9777,,2,2002-05-12,Deschiffart,Letitia,R,13839 Lamport Street,Apt. 646,V6L 1V6,Spokane,HI,United States of America,Letitia.R.Deschiffart@mail.be,,,,528-4166,,,,220-4299,,,,,,OH8,CO1,1832,2,5943,yWQeUZQrWYNiRLoIeEjtAjiCbURubQfvRfMFzkPsLOnoi um
NEW,2009-07-20T00:41:45,973,117-45-8338,,2,1946-05-13,Travers,Pierre-Alain,K,13447 Amherst Boulevard,,H2D 1W6,Orange,MA,United States of America,Pierre-Alain.K.Travers@mail.be,,,,091-1589,,,657,050-0514,,,,,,US3,OH3,1833,1,2788,eJfQnzuOWKIpYBINfuhLyaymTnqlMPlHRJmNnX
CLOSEACCT,2009-07-20T04:14:47,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,,,
NEW,2009-07-20T13:09:28,974,701-37-2164,,2,1922-03-12,Rezzik,Yolanthe,,18231 Flint River Lane,Apt. 288,V5C 1P6,Brownsville,VT,United States of America,Yolanthe.Rezzik@lawyer.com,Yolanthe.Rezzik@macgui.com,,882,993-3439,,,,255-4533,,,,,,GA3,OH5,1834,1,785,emjUZOKmRVjtHJEMcSQZzRDUKJgnXENiREDbBAFWexGgZKd
NEW,2009-07-20T18:36:55,975,735-99-0100,,2,1932-10-14,Moghe,Mustapha,,4628 Trinity Upper,Apt. 494,T6D 1B6,Greensboro,NC,United States of America,Mustapha.Moghe@deadaddress.com,Mustapha.Moghe@vegemail.com,,,740-2251,49784,,242,299-7977,25392,,477,928-5369,,DE6,AB6,1835,1,6124,ahgUNPjAigEsbntPxLUUecM rnqzKdnX
CLOSEACCT,2009-07-21T01:45:36,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,,,
NEW,2009-07-21T02:10:51,976,276-39-2474,M,3,1932-09-25,Pauli,Lind,,11309 Amsterdam South,,M3W 1J6,West Valley,VT,Canada,Lind.Pauli@hush.com,Lind.Pauli@aussiemail.com.au,,239,717-1503,,,,,,,,,,IA4,NY1,1836,1,14394,sUUHIoKkPRDfLwDjJjVBFidSYCALfV
ADDACCT,2009-07-21T05:03:01,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837,1,4135,wfgH dUGVWIaQyEhcRXJSCMyBUtkfOEwG JDoMEvCJ
UPDCUST,2009-07-21T08:21:16,365,,,,,,,,14830 Edgewood Road,,T5A 1T6,Milwaukee,NE,United States of America,,,,,097-2805,,,,,,,,,,,,,,,
ADDACCT,2009-07-21T18:11:19,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838,1,11777,RGCVOVqefLtCBElEBsPvHnylyuSNPM
ADDACCT,2009-07-21T21:15:26,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839,1,5503,qMAnMtrOPEeIEQqLAiHzEpKcknRtNyMUESDCP
UPDCUST,2009-07-22T08:47:08,421,,,,,,,,19097 Foxfire North,,,Seattle,RI,,Cornelis.Doyle@mailmetrash.com,,,,196-7781,,,,356-6629,,,,,,,,,,,
ADDACCT,2009-07-22T14:54:12,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840,1,13728, jEZ dSAtBXTUMHRZIuSQZNyDNbhDOfYdFApaSXWHE
ADDACCT,2009-07-22T14:59:13,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841,0,7448,NNhmrGozBSOPhkCIGOvXzeCDtNFOcLtuWQizS
UPDCUST,2009-07-23T01:45:49,822,,,3,,,,,11902 Monterey South,,99608,,DE,United States of America,,,,,347-6388,,,,332-6300,,,673,800-6422,,,,,,,
UPDACCT,2009-07-23T07:24:42,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,,13923,
ADDACCT,2009-07-23T07:33:05,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842,1,7752,mRcOZUEVyA OvRzNKViPBWNXqAjiCSblUozsecXVDyDOPYCmQZ
INACT,2009-07-23T09:59:59,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPDACCT,2009-07-23T19:36:24,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092,2,6472,qhVDiMfqFGcenHtsvPcrZPFcGemKUUROEnS
ADDACCT,2009-07-23T23:14:31,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843,1,6472,YUFAncqqXBMolua EHDQaLCFbuPrnsJHOIG
ADDACCT,2009-07-24T06:31:09,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844,1,10583,CIOLWKKopPp bRAtRmuoDxqlmSkfCHIZ 
UPDACCT,2009-07-24T10:32:00,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,1,12705,ABqMHJCfgIKCFPTZMFNtEYgOkPnfsRfNsjGWf
ADDACCT,2009-07-24T15:34:11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845,1,976,ZTHVhCAbFPASdCzibBYCUECjUyelBPv
ADDACCT,2009-07-25T01:56:11,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846,1,12968,KNVTetcYGQeuSoehWCPdDEluzcnqFJydEhhxVkBO
UPDACCT,2009-07-25T12:55:23,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,1,10225,
NEW,2009-07-25T17:14:09,977,712-11-2577,,3,2004-09-10,Leavell,Sherrill,,6481 Century Lane,,T6D 1H7,El Paso,NM,United States of America,Sherrill.Leavell@macgui.com,,,,446-1149,,1,776,673-8615,,1,569,046-1885,,NT9,YT9,1847,1,3794,StaoMvqATV TXjowNm mKCwORGOTOcrputSBM
NEW,2009-07-25T23:16:30,978,140-47-1828,M,3,1999-06-17,Esson,Costanza,,17976 Jack Avenue,,H7F 1U9,Oklahoma City,WV,United States of America,Costanza.Esson@gmx.us,Costanza.Esson@gmail.com,,,432-5716,,,,738-9394,,,,814-9075,,AB3,ND6,1848,2,8171,lNMtUAvV HkhXMFMHWVOrGQPRPmgiCMFGOwM
NEW,2009-07-26T02:28:49,979,842-34-4780,,2,2002-05-11,Gierka,Austin,P,18875 Royalton Crescent,,36190,Boston,MO,United States of America,Austin.P.Gierka@shtrudel.com,Austin.P.Gierka@mail2world.com,,,373-6157,,,,,,,,,,CN3,MS3,1849,2,8700,eqweLYMInFLDqbIKDLuncFuPrjQPqW
NEW,2009-07-26T11:18:45,980,013-39-1953,,2,1926-04-04,Honkakangas,Lidia,T,2247 Sherwood West,,55120,Idaho Falls,FL,United States of America,Lidia.T.Honkakangas@safe-mail.net,,,,194-4101,,1,757,519-7681,,,,,,MD2,OH3,1850,1,7393,pLVHgbYSPtxVYBqnCfwerMeGEMqOvzCwwAB
NEW,2009-07-26T14:48:14,981,193-67-0911,,1,1972-06-22,Patry,Tessie,K,4349 Royal South,Apt. 803,99583,Newark,FL,United States of America,Tessie.K.Patry@shtrudel.com,,,,803-8468,,,334,243-1268,,,,423-0934,,MB8,OK2,1851,1,12476,UNALDpaXuKzQEgQYnRaRvhDqZVSlaSp
NEW,2009-07-26T16:58:36,982,828-72-8548,m,2,1917-12-26,Zigrand,Romy,,16550 Spicebrush Street,Apt. 646,32202,Regina,CA,United States of America,Romy.Zigrand@gmx.com.my,Romy.Zigrand@mailvault.com,,651,534-1206,,1,274,942-2815,,,393,237-0273,,AR4,SK5,1852,1,2481,PCsNnlVqcDzNUkHJlABZEzlMqWLH MgjXqItTSINKCBJztWx
NEW,2009-07-27T00:15:28,983,998-16-3126,,3,1964-03-20,Fleskes,Jaya,,7661 Grant Way,,31416,Eugene,Alberta,United States of America,Jaya.Fleskes@soodonims.com,Jaya.Fleskes@gmx.pt,,,104-5105,17174,,,325-3809,,,,,,NY1,AZ4,1853,1,8676,HFyOlEfTRQVNFYnKIfCCAeMwRpPUSAvTgsIzGUO
NEW,2009-07-27T09:12:49,984,651-98-8986,,3,1974-06-04,Bhasin,Tamra,,20622 McAfee Court,,M5E 1Y2,Independence,IA,Canada,Tamra.Bhasin@care2.com,Tamra.Bhasin@care2.com,,866,617-4779,,,,567-3816,,,,534-5677,,NM1,NT1,1854,1,8966,pfzBHrQWFPQtFdPMbjDlhuyNpUQFrPreXUIvSweeyGbwXwQv
NEW,2009-07-27T09:18:27,985,022-83-9959,m,,2015-08-31,Ralph,Enzo,S,11344 Cole East,Apt. 199,E7O 1H9,Austin,TN,Canada,Enzo.S.Ralph@rediffmail.com,,1,532,057-8132,,,626,354-6623,,,,,,WV4,MB9,1855,0,4497,RN egShMMpNIrVRWhYBpGneBTRbCVmxmsqKE
NEW,2009-07-27T16:01:08,986,220-85-9364,,3,1946-05-31,Ermarkaryan,Mirabella,N,24007 Minot South,,V6E 1Q7,Sudbury,ID,United States of America,Mirabella.N.Ermarkaryan@hush.com,Mirabella.N.Ermarkaryan@myway.com,,707,903-1922,,,,976-5786,,,,,,MO1,GA4,1856,0,7581,CfFHmOMElzpqUPeWIbQAeAJiVTGyFaVymgCn
NEW,2009-07-27T18:22:11,987,660-14-5379,F,,1935-03-17,Courtney,Walter,,24683 Meadowlark Boulevard,,93851,West Covina,Ontario,United States of America,Walter.Courtney@care2.com,,,551,698-7184,,,,919-8603,,,,,,UT6,BC2,1857,1,5643,hoUfkcqlDqcjPBcMqdYMJCEMTgFyrQYCDVt jzWIKKfRnNs
ADDACCT,2009-07-28T01:51:28,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,2,11801,dfMkRAbtPuINYC UsClpapSVmOwIvIj jXaHoioGRPkxUTk
